textID,text,selected_text,sentiment,temp_list,stemmed,lemmatized,label,token
4a6cc6c4c5, Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,Unfortunately,negative,"['Unfortunately', 'us', 'looks', 'like', 'NO', 'funny', 'people', 'twitter', 'Should', 'move', 'FB', 'start', 'own...flitter']","['unfortun', 'look', 'like', 'funni', 'peopl', 'twitter', 'move', 'start', 'glitter']","['unfortunately', 'look', 'like', 'funny', 'people', 'twitter', 'move', 'start', 'glitter']",0,"['unfortunately', 'look', 'like', 'funny', 'people', 'twitter', 'move', 'start', 'glitter']"
fe4778b3f9,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,neutral,"['sitting', 'thru', 'boring', 'bits', 'Titanic', 'waiting', 'good', 'bit', 'start', 'couple', 'hours']","['sit', 'thou', 'bore', 'bit', 'titan', 'wait', 'good', 'bit', 'start', 'coupl', 'hour']","['sit', 'thou', 'boring', 'bit', 'titanic', 'wait', 'good', 'bit', 'start', 'couple', 'hour']",1,"['sit', 'thou', 'boring', 'bit', 'titanic', 'wait', 'good', 'bit', 'start', 'couple', 'hour']"
aad993ccf6,   Just saw it tonight as well... Great movie!!  Hope you`re well mate! Cheers E,.. Grea,positive,"['Just', 'saw', 'tonight', 'well...', 'Great', 'movie!!', 'Hope', 'you`re', 'well', 'mate!', 'Cheers', 'E']","['saw', 'tonight', 'well', 'great', 'movi', 'hope', 'well', 'mate', 'cheer']","['saw', 'tonight', 'well', 'great', 'movie', 'hope', 'well', 'mate', 'cheer']",2,"['saw', 'tonight', 'well', 'great', 'movie', 'hope', 'well', 'mate', 'cheer']"
e760f919ea, It was fun  At a friends house cuz you know I don`t have a yard big enough for a firepit. SNIFFLE!,fun,positive,"['It', 'fun', 'At', 'friends', 'house', 'cuz', 'know', 'I', 'don`t', 'yard', 'big', 'enough', 'firepit.', 'SNIFFLE!']","['fun', 'friend', 'hous', 'cut', 'know', 'yard', 'big', 'enough', 'firepit', 'snaffl']","['fun', 'friend', 'house', 'cut', 'know', 'yard', 'big', 'enough', 'firepit', 'snaffle']",2,"['fun', 'friend', 'house', 'cut', 'know', 'yard', 'big', 'enough', 'firepit', 'snaffle']"
5ee5224aeb, Thanks!,Thanks!,positive,['Thanks!'],['thank'],['thanks'],2,['thanks']
904ec4d68f,Hate fighting,Hate fighting,negative,"['Hate', 'fighting']","['hate', 'fight']","['hate', 'fight']",0,"['hate', 'fight']"
2bba533231,_EN  we`re waiting you here in Belgrade!! Can`t wait!!,we`re waiting you here in Belgrade!! Can`t wait!!,neutral,"['_EN', 'we`re', 'waiting', 'Belgrade!!', 'Can`t', 'wait!!']","['en', 'wait', 'belgrad', 'wait']","['en', 'wait', 'belgrade', 'wait']",1,"['en', 'wait', 'belgrade', 'wait']"
be41d1d9a4,there`s not many things better than sleeping with my windows open,there`s not many things better than sleeping with my windows open,positive,"['there`s', 'many', 'things', 'better', 'sleeping', 'windows', 'open']","['not', 'mani', 'thing', 'better', 'sleep', 'window', 'open']","['not', 'many', 'thing', 'well', 'sleep', 'window', 'open']",2,"['not', 'many', 'thing', 'well', 'sleep', 'window', 'open']"
7b7e0fbb51,I`ve been up late this week watching Jay Leno. Tonight is his last show  But now he`ll move up to 10pm not sure if the material will bsame,I`ve been up late this week watching Jay Leno. Tonight is his last show  But now he`ll move up to 10pm not sure if the material will bsame,neutral,"['I`ve', 'late', 'week', 'watching', 'Jay', 'Leno.', 'Tonight', 'last', 'show', 'But', 'he`ll', 'move', '10pm', 'sure', 'material', 'bsame']","['late', 'week', 'watch', 'jay', 'lent', 'tonight', 'last', 'show', 'move', 'not', 'sure', 'materi', 'b', 'same']","['late', 'week', 'watch', 'jay', 'lent', 'tonight', 'last', 'show', 'move', 'not', 'sure', 'material', 'b', 'same']",1,"['late', 'week', 'watch', 'jay', 'lent', 'tonight', 'last', 'show', 'move', 'not', 'sure', 'material', 'b', 'same']"
6bcdf5e092, ugh... I know the economy is depressing...,economy is depressing...,negative,"['ugh...', 'I', 'know', 'economy', 'depressing...']","['ugh', 'know', 'economi', 'depress']","['ugh', 'know', 'economy', 'depress']",0,"['ugh', 'know', 'economy', 'depress']"
5d4603189e," lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",would help me study for the aptitude tests,positive,"['lol', 'hi', 'emmy,', 'latin', 'would', 'help', 'study', 'aptitude', 'tests', 'get', 'grad', 'school', ';\\', 'thats', 'wanna', 'take']","['ll', 'emma', 'latin', 'would', 'help', 'studi', 'aptitud', 'test', 'get', 'glad', 'school', 'want', 'take']","['ll', 'emma', 'latin', 'would', 'help', 'study', 'aptitude', 'test', 'get', 'glad', 'school', 'want', 'take']",2,"['ll', 'emma', 'latin', 'would', 'help', 'study', 'aptitude', 'test', 'get', 'glad', 'school', 'want', 'take']"
98c59de450,Eating a bagel  yummy,Eating a bagel  yummy,positive,"['Eating', 'bagel', 'yummy']","['eat', 'babel', 'mummi']","['eat', 'babel', 'mummy']",2,"['eat', 'babel', 'mummy']"
f836c77dc1,The 22nd can`t get here fast enough!,can`t get here fast enough!,negative,"['The', '22nd', 'can`t', 'get', 'fast', 'enough!']","['get', 'fast', 'enough']","['get', 'fast', 'enough']",0,"['get', 'fast', 'enough']"
a81ec7454b, lol. I see what you did there.,lol.,positive,"['lol.', 'I', 'see', 'there.']","['ll', 'see']","['ll', 'see']",2,"['ll', 'see']"
e37be6b76b,'leave the pieces' - the wreckers... hmm,'leave the pieces' - the wreckers... hmm,neutral,"[""'leave"", ""pieces'"", '-', 'wreckers...', 'hmm']","['leav', 'piec', 'wrecker', 'him']","['leave', 'piece', 'wrecker', 'him']",1,"['leave', 'piece', 'wrecker', 'him']"
c94b007b60,"Noooo my favorite coworker just got a new job, he`s doing marc jacobs shows now, not fair! I don`t want him 2 go!",not fair!,negative,"['Noooo', 'favorite', 'coworker', 'got', 'new', 'job,', 'he`s', 'marc', 'jacobs', 'shows', 'now,', 'fair!', 'I', 'don`t', 'want', '2', 'go!']","['not', 'favorit', 'worker', 'got', 'new', 'job', 'mari', 'jacob', 'show', 'not', 'fair', 'want']","['not', 'favorite', 'worker', 'get', 'new', 'job', 'mary', 'jacob', 'show', 'not', 'fair', 'want']",0,"['not', 'favorite', 'worker', 'get', 'new', 'job', 'mary', 'jacob', 'show', 'not', 'fair', 'want']"
64186e131d, you`ve go mail,you`ve go mail,neutral,"['you`ve', 'go', 'mail']",['mail'],['mail'],1,['mail']
a4098e11c0,I need to relocate to the west coast.. This weather here is killin me!!!,I need to relocate to the west coast.. This weather here is killin me!!,negative,"['I', 'need', 'relocate', 'west', 'coast..', 'This', 'weather', 'killin', 'me!!!']","['need', 'delic', 'west', 'coast', 'weather', 'kill']","['need', 'delicate', 'west', 'coast', 'weather', 'kill']",0,"['need', 'delicate', 'west', 'coast', 'weather', 'kill']"
3ba80b464d," ... Thanks Okiebud!  I get the message..Sorry, the content you selected is not currently available..","Thanks Okiebud!  I get the message..Sorry, the content you selected is not currently available.",neutral,"['...', 'Thanks', 'Okiebud!', 'I', 'get', 'message..Sorry,', 'content', 'selected', 'currently', 'available..']","['thank', 'one', 'bud', 'get', 'messag', 'sorri', 'content', 'select', 'not', 'current', 'avail']","['thanks', 'one', 'bud', 'get', 'message', 'sorry', 'content', 'select', 'not', 'currently', 'available']",1,"['thanks', 'one', 'bud', 'get', 'message', 'sorry', 'content', 'select', 'not', 'currently', 'available']"
bdd8120d38,http://twitpic.com/4jaw9 it`s the frog who`s been attacking Chelsey..LOL! Funny,http://twitpic.com/4jaw9 it`s the frog who`s been attacking Chelsey..LOL! Funny,neutral,"['http://twitpic.com/4jaw9', 'it`s', 'frog', 'who`s', 'attacking', 'Chelsey..LOL!', 'Funny']","['frog', 'attack', 'chees', 'll', 'funni']","['frog', 'attack', 'cheese', 'll', 'funny']",1,"['frog', 'attack', 'cheese', 'll', 'funny']"
bd890209f5, Sad  nothing.,Sad,negative,"['Sad', 'nothing.']","['sad', 'noth']","['sad', 'nothing']",0,"['sad', 'nothing']"
5294fb0a41,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,neutral,"['says', 'np-', 'Because', 'You', '--', 'Ne-Yo', '(music)', 'http://plurk.com/p/svm3r']","['say', 'music']","['say', 'music']",1,"['say', 'music']"
1729bd8f2a,why the hell is it raining!! i hate the rain.,why the hell is it raining!! i hate the rain.,negative,"['hell', 'raining!!', 'hate', 'rain.']","['hell', 'rain', 'hate', 'rain']","['hell', 'rain', 'hate', 'rain']",0,"['hell', 'rain', 'hate', 'rain']"
82c67e8bd9,really rather drunk  drunk thoughts - how am i getting to work tomorrow?! is loz alive?! does gandhi read comic books?! we will never know,really rather drunk  drunk thoughts - how am i getting to work tomorrow?! is loz alive?! does gandhi read comic books?! we will never know,neutral,"['really', 'rather', 'drunk', 'drunk', 'thoughts', '-', 'getting', 'work', 'tomorrow?!', 'loz', 'alive?!', 'gandhi', 'read', 'comic', 'books?!', 'never', 'know']","['realli', 'rather', 'drunk', 'drunk', 'thought', 'get', 'work', 'tomorrow', 'low', 'aliv', 'gandhi', 'read', 'comic', 'book', 'never', 'know']","['really', 'rather', 'drunk', 'drunk', 'thought', 'get', 'work', 'tomorrow', 'low', 'alive', 'gandhi', 'read', 'comic', 'book', 'never', 'know']",1,"['really', 'rather', 'drunk', 'drunk', 'thought', 'get', 'work', 'tomorrow', 'low', 'alive', 'gandhi', 'read', 'comic', 'book', 'never', 'know']"
01e4848f45,  sucks,sucks,negative,['sucks'],['suck'],['suck'],0,['suck']
e047b4ae56,stranded @ delhi Airport  flight delayed,delayed,negative,"['stranded', '@', 'delhi', 'Airport', 'flight', 'delayed']","['strang', 'delhi', 'airport', 'flight', 'delay']","['strange', 'delhi', 'airport', 'flight', 'delayed']",0,"['strange', 'delhi', 'airport', 'flight', 'delayed']"
86707383fb, sounds like an episode of TV Wine Library with .,sounds like an episode of TV Wine Library with .,neutral,"['sounds', 'like', 'episode', 'TV', 'Wine', 'Library', '.']","['sound', 'like', 'episod', 'wine', 'librari']","['sound', 'like', 'episode', 'wine', 'library']",1,"['sound', 'like', 'episode', 'wine', 'library']"
ee91ba580f, Happy Mother`s Day ~ Did you watch SNL?  If not U missed a hoot with Jimmy Fallon,Happy Mother`s Day,positive,"['Happy', 'Mother`s', 'Day', '~', 'Did', 'watch', 'SNL?', 'If', 'U', 'missed', 'hoot', 'Jimmy', 'Fallon']","['happi', 'mother', 'day', 'watch', 'sal', 'not', 'miss', 'foot', 'jimmi', 'fallen']","['happy', 'mother', 'day', 'watch', 'sal', 'not', 'miss', 'foot', 'jimmy', 'fall']",2,"['happy', 'mother', 'day', 'watch', 'sal', 'not', 'miss', 'foot', 'jimmy', 'fall']"
b0a371972f,just bought a good chocolate and a magazine... Later I`ll play comanche 4... My good saturday,good,positive,"['bought', 'good', 'chocolate', 'magazine...', 'Later', 'I`ll', 'play', 'comanche', '4...', 'My', 'good', 'saturday']","['bought', 'good', 'chocol', 'magazin', 'later', 'play', 'romanc', 'good', 'saturday']","['bought', 'good', 'chocolate', 'magazine', 'later', 'play', 'romance', 'good', 'saturday']",2,"['bought', 'good', 'chocolate', 'magazine', 'later', 'play', 'romance', 'good', 'saturday']"
3aec7aa625,"the dog dug a hole in the backyard well iwas sleeping, now im grounded",grounded,negative,"['dog', 'dug', 'hole', 'backyard', 'well', 'iwas', 'sleeping,', 'im', 'grounded']","['dog', 'dug', 'hole', 'backward', 'well', 'i', 'wa', 'sleep', 'ground']","['dog', 'dug', 'hole', 'backward', 'well', 'i', 'be', 'sleep', 'ground']",0,"['dog', 'dug', 'hole', 'backward', 'well', 'i', 'be', 'sleep', 'ground']"
d55d931e67,"P9 for Danica and your team... Not the end of the world, now is just hopes for a great race","P9 for Danica and your team... Not the end of the world, now is just hopes for a great race",neutral,"['P9', 'Danica', 'team...', 'Not', 'end', 'world,', 'hopes', 'great', 'race']","['daniel', 'team', 'not', 'end', 'world', 'hope', 'great', 'race']","['daniel', 'team', 'not', 'end', 'world', 'hope', 'great', 'race']",1,"['daniel', 'team', 'not', 'end', 'world', 'hope', 'great', 'race']"
9aeaa09268, http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon,have a safe journey,positive,"['http://twitpic.com/4jdtj', '-', 'safe', 'journey', 'back', 'home', 'hope', 'come', 'back', 'soon']","['safe', 'journey', 'back', 'home', 'hope', 'come', 'back', 'soon']","['safe', 'journey', 'back', 'home', 'hope', 'come', 'back', 'soon']",2,"['safe', 'journey', 'back', 'home', 'hope', 'come', 'back', 'soon']"
1cd4dc8b6e," yes super lakas ng ulan. buti nalang i have a red bandana, body ko lang ang wet look  hahah!",hahah,positive,"['yes', 'super', 'lakas', 'ng', 'ulan.', 'buti', 'nalang', 'red', 'bandana,', 'body', 'ko', 'lang', 'ang', 'wet', 'look', 'hahah!']","['ye', 'super', 'lake', 'plan', 'but', 'i', 'along', 'red', 'banana', 'bodi', 'long', 'and', 'wet', 'look', 'ahahah']","['yes', 'super', 'lake', 'plan', 'but', 'i', 'along', 'red', 'banana', 'body', 'long', 'and', 'wet', 'look', 'ahahah']",2,"['yes', 'super', 'lake', 'plan', 'but', 'i', 'along', 'red', 'banana', 'body', 'long', 'and', 'wet', 'look', 'ahahah']"
e615c53e0b,heading to Sam Adams Brewery... but can`t sample it when I get there,but can`t sample it when I get there,negative,"['heading', 'Sam', 'Adams', 'Brewery...', 'can`t', 'sample', 'I', 'get']","['head', 'sam', 'adam', 'breweri', 'sampl', 'get']","['head', 'sam', 'adam', 'brewery', 'sample', 'get']",0,"['head', 'sam', 'adam', 'brewery', 'sample', 'get']"
c233ff4f9b,Not feeling very well.,Not feeling very well.,negative,"['Not', 'feeling', 'well.']","['not', 'feel', 'well']","['not', 'feel', 'well']",0,"['not', 'feel', 'well']"
31f45cd825,NW Macedonia: Few rainy days in a row.,Few rainy days in a row.,neutral,"['NW', 'Macedonia:', 'Few', 'rainy', 'days', 'row.']","['macedonia', 'raini', 'day', 'row']","['macedonia', 'rainy', 'day', 'row']",1,"['macedonia', 'rainy', 'day', 'row']"
41ee90b5b5,Had interesting WKND. Sleeping Saturday & Productive Sunday!!,Had interesting WKND.,positive,"['Had', 'interesting', 'WKND.', 'Sleeping', 'Saturday', '&', 'Productive', 'Sunday!!']","['interest', 'wind', 'sleep', 'saturday', 'product', 'sunday']","['interest', 'wind', 'sleep', 'saturday', 'productive', 'sunday']",2,"['interest', 'wind', 'sleep', 'saturday', 'productive', 'sunday']"
d05910e0d1, Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,s good,positive,"['Ohh..', '#twpp', 'falling', 'silent..', 'I', 'waiting', 'track', 'ur', 'US', 'version..', 'Next', 'time', 'maybe..', 'Btw', 'sunny', 'california', 'sounds', 'good']","['oh', 'fall', 'silent', 'wait', 'track', 'version', 'next', 'time', 'may', 'be', 'way', 'sunni', 'california', 'sound', 'good']","['oh', 'fall', 'silent', 'wait', 'track', 'version', 'next', 'time', 'may', 'be', 'way', 'sunny', 'california', 'sound', 'good']",2,"['oh', 'fall', 'silent', 'wait', 'track', 'version', 'next', 'time', 'may', 'be', 'way', 'sunny', 'california', 'sound', 'good']"
9797e9cd45,Iï¿½m JBobsessed  xD I miss them soooooo much!  They should have a live web cast on bookface ?  EVERY thursday xD,obsessed  xD I miss them soooooo much!,negative,"['Iï¿½m', 'JBobsessed', 'xD', 'I', 'miss', 'soooooo', 'much!', 'They', 'live', 'web', 'cast', 'bookface', '?', 'EVERY', 'thursday', 'xD']","['j', 'obsess', 'miss', 'so', 'oo', 'much', 'live', 'web', 'cast', 'book', 'face', 'everi', 'thursday']","['j', 'obsess', 'miss', 'so', 'oo', 'much', 'live', 'web', 'cast', 'book', 'face', 'every', 'thursday']",0,"['j', 'obsess', 'miss', 'so', 'oo', 'much', 'live', 'web', 'cast', 'book', 'face', 'every', 'thursday']"
e0e73ceffb,its too early  i wanna go back to sleeep,its too early  i wanna go back to sleeep,neutral,"['early', 'wanna', 'go', 'back', 'sleeep']","['earli', 'want', 'back', 'see', 'up']","['early', 'want', 'back', 'see', 'up']",1,"['early', 'want', 'back', 'see', 'up']"
58cf1aad0e,"Apple is also rotten in the center, just my luck",Apple is also rotten in,negative,"['Apple', 'also', 'rotten', 'center,', 'luck']","['appl', 'also', 'rotten', 'center', 'luck']","['apple', 'also', 'rotten', 'center', 'luck']",0,"['apple', 'also', 'rotten', 'center', 'luck']"
755a645215, good luck with the pump!,good luck,positive,"['good', 'luck', 'pump!']","['good', 'luck', 'pump']","['good', 'luck', 'pump']",2,"['good', 'luck', 'pump']"
2c1f995172,I always forget how much fun kyle is!,forget,negative,"['I', 'always', 'forget', 'much', 'fun', 'kyle', 'is!']","['alway', 'forget', 'much', 'fun', 'abl']","['always', 'forget', 'much', 'fun', 'able']",0,"['always', 'forget', 'much', 'fun', 'able']"
c39e4f2a56,and were going to pune tomorrow,and were going to pune tomorrow,neutral,"['going', 'pune', 'tomorrow']","['go', 'pure', 'tomorrow']","['go', 'pure', 'tomorrow']",1,"['go', 'pure', 'tomorrow']"
8976579aa1,"Mom, where ever you are; Happy Mothers day",Happy,positive,"['Mom,', 'ever', 'are;', 'Happy', 'Mothers', 'day']","['mon', 'ever', 'happi', 'mother', 'day']","['mon', 'ever', 'happy', 'mother', 'day']",2,"['mon', 'ever', 'happy', 'mother', 'day']"
f4f02f28db,Miss Cauzinhoooo already,Miss Cauzinhoooo already,negative,"['Miss', 'Cauzinhoooo', 'already']","['miss', 'ca', 'up', 'in', 'how', 'alreadi']","['miss', 'ca', 'up', 'in', 'how', 'already']",0,"['miss', 'ca', 'up', 'in', 'how', 'already']"
5a4aa22d6d,http://twitpic.com/4wsst - one of my models from a photo shoot.  stacey,http://twitpic.com/4wsst - one of my models from a photo shoot.  stacey,neutral,"['http://twitpic.com/4wsst', '-', 'one', 'models', 'photo', 'shoot.', 'stacey']","['one', 'model', 'photo', 'shoot', 'state']","['one', 'model', 'photo', 'shoot', 'state']",1,"['one', 'model', 'photo', 'shoot', 'state']"
eb5710f661,You fooled me!,You fooled me!,neutral,"['You', 'fooled', 'me!']",['fool'],['fool'],1,['fool']
a86cb5bc62,Watching next day air,Watching next day air,neutral,"['Watching', 'next', 'day', 'air']","['watch', 'next', 'day', 'air']","['watch', 'next', 'day', 'air']",1,"['watch', 'next', 'day', 'air']"
cf6a2c6ff0,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help,neutral,"['Major', 'iPhone', 'problems', 'Wont', 'let', 'send', 'texts', 'BUT', 'I', 'everything', 'else!', 'Can', 'anyone', 'help']","['major', 'i', 'phone', 'problem', 'not', 'let', 'send', 'text', 'everyth', 'els', 'anyon', 'help']","['major', 'i', 'phone', 'problem', 'not', 'let', 'send', 'text', 'everything', 'else', 'anyone', 'help']",1,"['major', 'i', 'phone', 'problem', 'not', 'let', 'send', 'text', 'everything', 'else', 'anyone', 'help']"
